project,worktree_id,artifact_id,first_path,final_path,artifact_type,final_artifact_type,renamed_across_type,first_event_index,last_event_index,any_revisit,never_revisited,later_read,later_read_count,mutation_count
agentsight,e58fce112c6e,agentsight:a00000371,collector/src/agents/codex.rs,collector/src/agents/codex.rs,code,code,False,19415,19415,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00000372,collector/src/agents/gemini.rs,collector/src/agents/gemini.rs,code,code,False,19416,19527,True,False,False,0,2
agentsight,e58fce112c6e,agentsight:a00000373,collector/src/agents/openclaw.rs,collector/src/agents/openclaw.rs,code,code,False,19417,19417,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00000374,collector/src/agents/opencode.rs,collector/src/agents/opencode.rs,code,code,False,19418,19418,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00000375,collector/src/agents/aider.rs,collector/src/agents/aider.rs,code,code,False,19419,19419,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00000376,collector/src/agents/goose.rs,collector/src/agents/goose.rs,code,code,False,19420,19420,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00000377,collector/src/cmd_top.rs,collector/src/cmd_top.rs,code,code,False,19439,19665,True,False,True,4,12
agentsight,e58fce112c6e,agentsight:a00000467,.agentsight/agentflame/latest,.agentsight/agentflame/latest,other,other,False,22088,22088,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00000538,.agentsight/agentflame/r160-smoke/agentflame.clean.json,.agentsight/agentflame/r160-smoke/agentflame.clean.json,other,other,False,25919,25919,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00000540,.agentsight/agentflame/r160-smoke-fixed/agentflame.clean.json,.agentsight/agentflame/r160-smoke-fixed/agentflame.clean.json,other,other,False,25933,26033,True,False,True,1,1
agentsight,e58fce112c6e,agentsight:a00000895,collector/vendor/bpf/process,collector/vendor/bpf/process,other,other,False,34375,34375,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00000981,docs/visexp/r254_agentpprof_pinned_rev_install_smoke.py,docs/visexp/r254_agentpprof_pinned_rev_install_smoke.py,code,code,False,36930,37375,True,False,True,8,1
agentsight,e58fce112c6e,agentsight:a00001073,skills/agentsight-insight-artifact/SKILL.md,skills/agentsight-insight-artifact/SKILL.md,paper/docs,paper/docs,False,38921,38923,True,False,True,1,1
agentsight,e58fce112c6e,agentsight:a00001074,skills/agentsight-insight-artifact/agents/openai.yaml,skills/agentsight-insight-artifact/agents/openai.yaml,other,other,False,38921,38921,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00001075,skills/agentsight-insight-artifact/references/agentsight-data.md,skills/agentsight-insight-artifact/references/agentsight-data.md,paper/docs,paper/docs,False,38921,38924,True,False,True,1,1
agentsight,e58fce112c6e,agentsight:a00001076,skills/agentsight-insight-artifact/scripts/agentsight_artifact.py,skills/agentsight-insight-artifact/scripts/agentsight_artifact.py,code,code,False,38921,38921,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00001158,agent-session/src/types.rs,agent-session/src/types.rs,code,code,False,41663,82822,True,False,True,40,2
agentsight,e58fce112c6e,agentsight:a00001159,agent-session/src/parser.rs,agent-session/src/parser.rs,code,code,False,41675,84585,True,False,True,155,12
agentsight,e58fce112c6e,agentsight:a00001160,agent-session/src/process_match.rs,agent-session/src/process_match.rs,code,code,False,41676,82724,True,False,True,28,1
agentsight,e58fce112c6e,agentsight:a00001161,agentpprof/src/session.rs,,code,,False,41679,42598,True,False,True,32,15
agentsight,e58fce112c6e,agentsight:a00001162,agentpprof/src/tagger.rs,agentpprof/src/tagger.rs,code,code,False,41686,44449,True,False,True,43,36
agentsight,e58fce112c6e,agentsight:a00001163,agentpprof/src/profile.rs,agentpprof/src/profile.rs,code,code,False,41694,88768,True,False,True,42,19
agentsight,e58fce112c6e,agentsight:a00001168,docs/website/public/images/demo-metrics.png,,other,,False,42277,42392,True,False,False,0,2
agentsight,e58fce112c6e,agentsight:a00001169,docs/website/public/images/demo-timeline.png,,other,,False,42277,42392,True,False,False,0,2
agentsight,e58fce112c6e,agentsight:a00001170,docs/website/public/images/demo-tree.png,,other,,False,42277,42392,True,False,False,0,2
agentsight,e58fce112c6e,agentsight:a00001171,docs/website/public/images/top-mode-demo.png,docs/website/public/images/top-mode-demo.png,other,other,False,42277,42277,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00001172,docs/flamegraph/examples/bpf-benchmark.sh,docs/flamegraph/examples/bpf-benchmark.sh,code,code,False,42278,43497,True,False,True,6,13
agentsight,e58fce112c6e,agentsight:a00001173,skills/agentpprof-flamegraph/SKILL.md,skills/agentpprof-flamegraph/SKILL.md,paper/docs,paper/docs,False,42291,44251,True,False,True,2,6
agentsight,e58fce112c6e,agentsight:a00001186,docs/design/visexp/agent-observability-landscape.md,docs/design/visexp/agent-observability-landscape.md,paper/docs,paper/docs,False,43608,44423,True,False,True,4,1
agentsight,e58fce112c6e,agentsight:a00001187,docs/flamegraph-example/agentsight.sh,docs/flamegraph-example/agentsight.sh,code,code,False,43637,80437,True,False,True,5,14
agentsight,e58fce112c6e,agentsight:a00001188,docs/agentpprof-zh.md,docs/agentpprof-zh.md,paper/docs,paper/docs,False,43727,80474,True,False,True,30,87
agentsight,e58fce112c6e,agentsight:a00001194,agentpprof/backend/python/cluster_tagger.py,agentpprof/backend/python/cluster_tagger.py,code,code,False,43871,43871,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00001195,agentpprof/backend/python/requirements.txt,agentpprof/backend/python/requirements.txt,paper/docs,paper/docs,False,43872,43872,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00001196,agentpprof/backend/python/README.md,agentpprof/backend/python/README.md,paper/docs,paper/docs,False,43873,43873,False,True,False,0,1
agentsight,e58fce112c6e,agentsight:a00001207,docs/design/vis/operation-tree.md,docs/design/vis/operation-tree.md,paper/docs,paper/docs,False,45228,45366,True,False,True,1,4
agentsight,b5bc34dabe6a,agentsight:a00001212,docs/agentpprof-paper/main-zh-v2.tex,docs/agentpprof-paper/main-zh-v2.tex,paper/docs,paper/docs,False,45275,45275,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001213,docs/agentpprof-paper/figures,docs/agentpprof-paper/figures,paper/docs,paper/docs,False,45277,45277,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001258,docs/agentpprof-paper/docs/citation-verification.md,docs/agentpprof-paper/docs/citation-verification.md,paper/docs,paper/docs,False,46176,59872,True,False,True,5,1
agentsight,b5bc34dabe6a,agentsight:a00001259,docs/tmp/idea-refinement/round-1-problem-framing.md,docs/tmp/idea-refinement/round-1-problem-framing.md,paper/docs,paper/docs,False,46251,46251,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001260,docs/tmp/idea-refinement/round-2a-insight-attack.md,docs/tmp/idea-refinement/round-2a-insight-attack.md,paper/docs,paper/docs,False,46280,46280,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001261,docs/tmp/idea-refinement/round-2b-insight-defend.md,docs/tmp/idea-refinement/round-2b-insight-defend.md,paper/docs,paper/docs,False,46281,46281,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001262,docs/tmp/idea-refinement/round-2c-insight-reattack.md,docs/tmp/idea-refinement/round-2c-insight-reattack.md,paper/docs,paper/docs,False,46282,46282,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001263,docs/tmp/idea-refinement/round-3-contributions.md,docs/tmp/idea-refinement/round-3-contributions.md,paper/docs,paper/docs,False,46300,46300,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001264,docs/tmp/idea-refinement/round-4-cross-alignment.md,docs/tmp/idea-refinement/round-4-cross-alignment.md,paper/docs,paper/docs,False,46313,46313,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001265,docs/tmp/idea-refinement/round-5-stress-test.md,docs/tmp/idea-refinement/round-5-stress-test.md,paper/docs,paper/docs,False,46324,46324,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001266,docs/tmp/writing-refinement/round-0-macro-structure.md,docs/tmp/writing-refinement/round-0-macro-structure.md,paper/docs,paper/docs,False,46355,46355,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001267,docs/tmp/writing-refinement/round-1-micro-structure.md,docs/tmp/writing-refinement/round-1-micro-structure.md,paper/docs,paper/docs,False,46369,46369,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001268,docs/tmp/writing-refinement/round-2-section-conventions.md,docs/tmp/writing-refinement/round-2-section-conventions.md,paper/docs,paper/docs,False,46381,46381,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001269,docs/tmp/writing-refinement/round-3-logic-flow.md,docs/tmp/writing-refinement/round-3-logic-flow.md,paper/docs,paper/docs,False,46395,46395,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001270,docs/tmp/writing-refinement/round-4-consistency.md,docs/tmp/writing-refinement/round-4-consistency.md,paper/docs,paper/docs,False,46413,46413,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001271,docs/tmp/writing-refinement/round-5-language-sentence.md,docs/tmp/writing-refinement/round-5-language-sentence.md,paper/docs,paper/docs,False,46428,46428,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001272,docs/tmp/writing-refinement/round-6-language-word.md,docs/tmp/writing-refinement/round-6-language-word.md,paper/docs,paper/docs,False,46444,46444,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001273,docs/tmp/writing-refinement/round-7-terminology-claim-tone.md,docs/tmp/writing-refinement/round-7-terminology-claim-tone.md,paper/docs,paper/docs,False,46455,46455,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001275,docs/tmp/writing-refinement/round-5-10-combined.md,docs/tmp/writing-refinement/round-5-10-combined.md,paper/docs,paper/docs,False,46593,46593,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001278,docs/agentpprof-paper/figures/fig-architecture.tex,docs/agentpprof-paper/figures/fig-architecture.tex,paper/docs,paper/docs,False,46650,58269,True,False,True,6,9
agentsight,b5bc34dabe6a,agentsight:a00001279,docs/agentpprof-paper/figures/fig-rq1-separation.tex,docs/agentpprof-paper/figures/fig-rq1-separation.tex,paper/docs,paper/docs,False,46651,46651,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001280,docs/agentpprof-paper/figures/fig-rq3-vmeasure.tex,docs/agentpprof-paper/figures/fig-rq3-vmeasure.tex,paper/docs,paper/docs,False,46652,46652,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001281,docs/agentpprof-paper/figures/make_rq_figures.py,docs/agentpprof-paper/figures/make_rq_figures.py,code,code,False,46671,86959,True,False,True,9,6
agentsight,b5bc34dabe6a,agentsight:a00001284,docs/agentpprof-paper/scripts/verify_bib.py,docs/agentpprof-paper/scripts/verify_bib.py,code,code,False,46748,59872,True,False,True,2,2
agentsight,b5bc34dabe6a,agentsight:a00001285,docs/tmp/2026-07-08-iter-refine-writing/round-0-macro-structure.md,docs/tmp/2026-07-08-iter-refine-writing/round-0-macro-structure.md,paper/docs,paper/docs,False,46853,46853,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001286,docs/tmp/2026-07-08-iter-refine-writing/round-1-micro-structure.md,docs/tmp/2026-07-08-iter-refine-writing/round-1-micro-structure.md,paper/docs,paper/docs,False,46881,46881,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001287,docs/tmp/2026-07-08-iter-refine-writing/rounds-2-10-combined.md,docs/tmp/2026-07-08-iter-refine-writing/rounds-2-10-combined.md,paper/docs,paper/docs,False,46904,46904,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001288,docs/tmp/2026-07-08-iter-refine-writing-idea/round-1-problem-framing.md,docs/tmp/2026-07-08-iter-refine-writing-idea/round-1-problem-framing.md,paper/docs,paper/docs,False,46917,46917,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001289,docs/tmp/2026-07-08-iter-refine-writing-idea/round-2-insight.md,docs/tmp/2026-07-08-iter-refine-writing-idea/round-2-insight.md,paper/docs,paper/docs,False,46928,46928,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001290,docs/tmp/2026-07-08-iter-refine-writing-idea/rounds-3-5.md,docs/tmp/2026-07-08-iter-refine-writing-idea/rounds-3-5.md,paper/docs,paper/docs,False,46940,46940,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001296,docs/agentpprof-paper/figures/fig-callgraph-example.tex,,paper/docs,,False,47743,47748,True,False,False,0,2
agentsight,b5bc34dabe6a,agentsight:a00001340,docs/paper/AnonymousSubmission2027.tex,docs/paper/AnonymousSubmission2027.tex,paper/docs,paper/docs,False,52080,90532,True,False,True,25,1
agentsight,b5bc34dabe6a,agentsight:a00001341,docs/paper/ReproducibilityChecklist.tex,docs/paper/ReproducibilityChecklist.tex,paper/docs,paper/docs,False,52080,90580,True,False,True,27,3
agentsight,b5bc34dabe6a,agentsight:a00001342,docs/paper/aaai2027.bst,docs/paper/aaai2027.bst,paper/docs,paper/docs,False,52080,57464,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001343,docs/paper/aaai2027.sty,docs/paper/aaai2027.sty,paper/docs,paper/docs,False,52080,79692,True,False,True,5,1
agentsight,b5bc34dabe6a,agentsight:a00001352,docs/paper/README.md,docs/paper/README.md,paper/docs,paper/docs,False,52127,90532,True,False,True,52,7
agentsight,b5bc34dabe6a,agentsight:a00001353,docs/tmp/cycle-0001-20260711T164850-0700/cycle-report.md,docs/tmp/cycle-0001-20260711T164850-0700/cycle-report.md,paper/docs,paper/docs,False,52127,80112,True,False,True,24,7
agentsight,b5bc34dabe6a,agentsight:a00001354,docs/user-instruction.md,,paper/docs,,False,52127,54862,True,False,True,24,3
agentsight,b5bc34dabe6a,agentsight:a00001359,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/experiment-plan.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/experiment-plan.md,paper/docs,paper/docs,False,52153,52974,True,False,True,17,5
agentsight,b5bc34dabe6a,agentsight:a00001360,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/plan-review.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/plan-review.md,paper/docs,paper/docs,False,52153,52612,True,False,True,6,5
agentsight,b5bc34dabe6a,agentsight:a00001372,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/preflight-review.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/preflight-review.md,paper/docs,paper/docs,False,52467,52467,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001374,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/claim-revision-01-mechanism-search.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/claim-revision-01-mechanism-search.md,paper/docs,paper/docs,False,52844,54803,True,False,True,6,3
agentsight,b5bc34dabe6a,agentsight:a00001376,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/grouping-result-review.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/grouping-result-review.md,paper/docs,paper/docs,False,52881,62202,True,False,True,6,1
agentsight,b5bc34dabe6a,agentsight:a00001378,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/result-review.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-00/result-review.md,paper/docs,paper/docs,False,53011,62202,True,False,True,17,1
agentsight,b5bc34dabe6a,agentsight:a00001379,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-01/experiment-plan.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-01/experiment-plan.md,paper/docs,paper/docs,False,53068,54478,True,False,True,15,10
agentsight,b5bc34dabe6a,agentsight:a00001380,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-01/plan-review.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-01/plan-review.md,paper/docs,paper/docs,False,53068,54804,True,False,True,5,6
agentsight,b5bc34dabe6a,agentsight:a00001381,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-01/source-protocol-audit.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-01/source-protocol-audit.md,paper/docs,paper/docs,False,53138,62302,True,False,True,4,3
agentsight,b5bc34dabe6a,agentsight:a00001382,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-01/experiment-handoff.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/loop-rq2-01/experiment-handoff.md,paper/docs,paper/docs,False,53267,62250,True,False,True,6,1
agentsight,b5bc34dabe6a,agentsight:a00001383,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/990-independent-outer-audit-20260711T202112-0700.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/990-independent-outer-audit-20260711T202112-0700.md,paper/docs,paper/docs,False,53295,54802,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001384,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/999-gate-report-20260711T202112-0700.md,docs/tmp/cycle-0001-20260711T164850-0700/01-experiment-gate/999-gate-report-20260711T202112-0700.md,paper/docs,paper/docs,False,53295,56495,True,False,True,6,1
agentsight,b5bc34dabe6a,agentsight:a00001385,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/000-gate-entry-20260711T202112-0700.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/000-gate-entry-20260711T202112-0700.md,paper/docs,paper/docs,False,53295,54802,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001386,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-01-problem-framing.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-01-problem-framing.md,paper/docs,paper/docs,False,53342,58273,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001387,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02a-adversarial-attack.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02a-adversarial-attack.md,paper/docs,paper/docs,False,53382,53382,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001388,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02b-main-agent-defense.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02b-main-agent-defense.md,paper/docs,paper/docs,False,53382,53382,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001391,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02c-reattack.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02c-reattack.md,paper/docs,paper/docs,False,53413,53413,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001392,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02d-second-reattack.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02d-second-reattack.md,paper/docs,paper/docs,False,53445,53445,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001393,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02e-unified-model-defense.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02e-unified-model-defense.md,paper/docs,paper/docs,False,53445,53445,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001394,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02f-third-reattack.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02f-third-reattack.md,paper/docs,paper/docs,False,53467,53467,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001395,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02g-attention-contract-defense.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02g-attention-contract-defense.md,paper/docs,paper/docs,False,53467,53467,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001396,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02h-final-reattack.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-02h-final-reattack.md,paper/docs,paper/docs,False,53474,53474,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001397,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/recovery-20260711T211232-0700.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/recovery-20260711T211232-0700.md,paper/docs,paper/docs,False,53496,54443,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001398,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-03-contributions.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-03-contributions.md,paper/docs,paper/docs,False,53556,53758,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001399,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-04-cross-alignment.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-04-cross-alignment.md,paper/docs,paper/docs,False,53603,53603,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001400,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-05-stress-test.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-ideas-20260711T203256-0700/round-05-stress-test.md,paper/docs,paper/docs,False,53739,53759,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001404,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/500-ideas-outer-audit-20260711T223016-0700.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/500-ideas-outer-audit-20260711T223016-0700.md,paper/docs,paper/docs,False,53861,87493,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001405,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-0-macro-structure.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-0-macro-structure.md,paper/docs,paper/docs,False,53889,53925,True,False,False,0,2
agentsight,b5bc34dabe6a,agentsight:a00001406,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-1-micro-structure.md,docs/tmp/cycle-0001-20260711T164850-0700/02-write-gate/iter-refine-writing-20260711T223110-0700/round-1-micro-structure.md,paper/docs,paper/docs,False,53947,53981,True,False,False,0,2
