project,vendor,session_id,source_stream_id,first_stream_ordinal,last_stream_ordinal,failures,span_calls,target_signature,pattern
agentsight,claude,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,04df6fd07086c51e,263,269,7,7,edit|actions|docs/agentpprof-paper/references.bib#0:write,repeated_edit
agentsight,claude,claude:c41e709f-5037-404a-bfbe-a29cf799515a,6b98503f9c0f7b69,1043,1047,3,5,edit|actions|docs/agentpprof-paper/main.tex#0:write,repeated_edit
agentsight,claude,claude:eedabc89-cac7-475b-922f-dd706befbf64,b1cfd8f9180d368c,350,357,4,8,edit|actions|docs/agentpprof-paper/main.tex#0:write,repeated_edit
agentsight,claude,claude:eedabc89-cac7-475b-922f-dd706befbf64,b1cfd8f9180d368c,399,403,3,5,edit|actions|docs/agentpprof-paper/main.tex#0:write,repeated_edit
agentsight,claude,claude:470c7a6c-ecc0-4a7c-83b6-a856a5af5cf6,d9e62d566f6f7e6d,60,65,3,6,edit|actions|docs/agentpprof-paper/main.tex#0:write,repeated_edit
agentsight,codex,codex:019f49ca-54e7-7a91-82e7-a52b53cfd456,ddfec2b8cbdc2087,1278,1283,3,6,"write_stdin|write|{""chars"":"""",""max_output_tokens"":30000,""session_id"":98502,""yield_time_ms"":1000}",process_polling
agentsight,codex,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,10184,10190,4,7,shell|actions|docs/paper/main.tex#0:write,other
agentsight,codex,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,19844,19848,3,5,shell|actions|script/rq3_qwen_semantic_task_stack_eval.py#0:write,other
agentsight,codex,codex:019f4e0a-4dcc-74f1-8660-ffcb102ce0a2,173bbb05583656a7,25297,25302,3,6,"exec|const|const r = await tools.shell_command({command:""cargo fmt && cargo test --locked && cargo clippy --locked --all-targets -- -D warnings"",""workdir"":""/home/yunwei37/workspace/agentsight-research-semantic-flamegraph/agentpprof"",""timeout_ms"":120000}); text(r);",other
agentskill-observability-paper,claude,claude:c1b3765c-1398-44ff-8649-bf1f9784e38b,f5c74f3d913f6384,331,335,3,5,edit|actions|docs/paper/paper.tex#0:write,repeated_edit
agentskill-observability-paper,claude,claude:7b3e1535-05cf-4821-871b-d476feba6602,d4a3fee63ed513df,110,115,4,6,edit|actions|docs/paper/paper.tex#0:write,repeated_edit
bpf-developer-tutorial,claude,claude:35ee4fce-b9a5-4af7-94c9-38a7fa4f4bea,af9266f3a7a85c37,101,103,3,3,edit|actions|src/54-exec-image-inspector/README.md#0:write,repeated_edit
bpf-developer-tutorial,claude,claude:26798317-6524-4c1d-8166-50769e99111f,a798b0a5914119c6,93,95,3,3,edit|actions|src/56-slow-syscall-index/README.md#1:write,repeated_edit
bpf-developer-tutorial,claude,claude:26798317-6524-4c1d-8166-50769e99111f,a798b0a5914119c6,96,98,3,3,edit|actions|src/56-slow-syscall-index/README.zh.md#1:write,repeated_edit
