project,vendor,path,strict_kind,broad_kind,strict_class,broad_class,reads,writes,accesses,write_read_ratio,written_with_zero_reads,write_revisit_share,h50_eligible_writes
ActPlane,claude,collector/src/framework/analyzers/mod_tests.rs,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,claude,collector/src/framework/runners/fake.rs,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,collector/src/main.rs,,,ordinary,ordinary,40,56,96,1.4,False,0.375,56
ActPlane,claude,collector/src/mcp.rs,,,ordinary,ordinary,9,25,34,2.7777777777777777,False,0.6956521739130435,23
ActPlane,claude,collector/src/report.rs,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,claude,collector/src/runtime.rs,,,ordinary,ordinary,5,4,9,0.8,False,0.75,4
ActPlane,claude,collector/target/release/actplane,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,claude,crates/actplane-cli/tests/cli_ux.rs,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,crates/actplane-ifc-compiler/src/dsl/lower.rs,,,ordinary,ordinary,8,0,8,0.0,False,,0
ActPlane,claude,crates/actplane-runtime/src/runtime.rs,,,ordinary,ordinary,11,0,11,0.0,False,,0
ActPlane,claude,docs/ARTIFACT.md,,,ordinary,ordinary,1,1,2,1.0,False,,0
ActPlane,claude,docs/OctoBench/README.md,,,ordinary,ordinary,7,7,14,1.0,False,0.2857142857142857,7
ActPlane,claude,docs/OctoBench/data/README.md,,,ordinary,ordinary,9,4,13,0.4444444444444444,False,0.5,4
ActPlane,claude,docs/OctoBench/data/core-results-old/paired_clean_20case_20260604.json,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OctoBench/data/policy_manifest.jsonl,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OctoBench/data/selected_cases.jsonl,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OctoBench/data/selected_cases_20.jsonl,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,claude,docs/OctoBench/data/selected_cases_30.jsonl,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OctoBench/extract_actplane_metrics.py,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OctoBench/results/actplane-feedback/actplane-feedback-combined-20260604T120500Z/01-benchmark-aws_checklist_error_001/actplane-watch.log,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OctoBench/results/actplane-feedback/actplane-feedback-combined-20260604T120500Z/summary.json,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OctoBench/run_cases.py,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OpenAgentSafety/data/remaining_attempt0_batches/batch_001_nonservice_nonnoop_10.json,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OpenAgentSafety/data/remaining_attempt0_batches/batch_gitlab_002_10.json,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OpenAgentSafety/os-effect-blockable-50.md,,,ordinary,ordinary,3,0,3,0.0,False,,0
ActPlane,claude,docs/OpenAgentSafety/policies/remaining_attempts/attempt0-description/safety-abusive-apology.yaml,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,claude,docs/OpenAgentSafety/policies/remaining_attempts/attempt0-description/safety-delete-logs.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OpenAgentSafety/results/actplane/20260609T044832Z-actplane/run_config.json,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OpenAgentSafety/results/remaining_attempt0_description/20260608T230727Z-owncloud-batch007-summary/summary.json,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/OpenAgentSafety/scripts/summarize_remaining_sweep.py,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/actplane-research-plan.md,task_plan_status,task_plan_status,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
ActPlane,claude,docs/agent-policy-survey.md,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/corpus,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/corpus-evaluated/.gitignore,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-evaluated/chenhg5__cc-connect/repo/Makefile,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/corpus-raw-full,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-raw-full/openclaw__openclaw/CLAUDE.md,instruction,instruction,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
ActPlane,claude,docs/corpus-rq1,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,claude,docs/corpus-rq1/.gitkeep,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-rq2,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-rq2-old,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,claude,docs/corpus-rq2/.gitkeep,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-rq4/.gitkeep,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,claude,docs/corpus-test/Alishahryar1__free-claude-code,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/Alishahryar1__free-claude-code/6/rule.yaml,,,ordinary,ordinary,2,3,5,1.5,False,0.3333333333333333,3
ActPlane,claude,docs/corpus-test/Alishahryar1__free-claude-code/6/trace_compliant.jsonl,,,ordinary,ordinary,2,2,4,1.0,False,0.0,2
ActPlane,claude,docs/corpus-test/Alishahryar1__free-claude-code/6/trace_violation.jsonl,,,ordinary,ordinary,2,2,4,1.0,False,0.0,2
ActPlane,claude,docs/corpus-test/NVIDIA__NemoClaw,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/NVIDIA__NemoClaw/19/rule.yaml,,,ordinary,ordinary,2,3,5,1.5,False,0.0,3
ActPlane,claude,docs/corpus-test/NVIDIA__NemoClaw/19/trace_compliant.jsonl,,,ordinary,ordinary,2,2,4,1.0,False,0.5,2
ActPlane,claude,docs/corpus-test/NVIDIA__NemoClaw/19/trace_violation.jsonl,,,ordinary,ordinary,2,2,4,1.0,False,0.5,2
ActPlane,claude,docs/corpus-test/NousResearch__hermes-agent,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/NousResearch__hermes-agent/29/rule.yaml,,,ordinary,ordinary,2,3,5,1.5,False,0.3333333333333333,3
ActPlane,claude,docs/corpus-test/NousResearch__hermes-agent/29/trace_compliant.jsonl,,,ordinary,ordinary,1,2,3,2.0,False,0.0,2
ActPlane,claude,docs/corpus-test/NousResearch__hermes-agent/29/trace_violation.jsonl,,,ordinary,ordinary,3,2,5,0.6666666666666666,False,0.5,2
ActPlane,claude,docs/corpus-test/OpenPipe__ART,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/OpenPipe__ART/2/results/20260602T*.json,,,ordinary,ordinary,0,3,3,,True,0.0,3
ActPlane,claude,docs/corpus-test/OpenPipe__ART/2/results/20260602T233732Z-16ff89b1.json,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/OpenPipe__ART/2/rule.yaml,,,ordinary,ordinary,4,3,7,0.75,False,0.3333333333333333,3
ActPlane,claude,docs/corpus-test/OpenPipe__ART/2/trace_compliant.jsonl,,,ordinary,ordinary,4,2,6,0.5,False,0.5,2
ActPlane,claude,docs/corpus-test/OpenPipe__ART/2/trace_violation.jsonl,,,ordinary,ordinary,4,2,6,0.5,False,0.5,2
ActPlane,claude,docs/corpus-test/alibaba__OpenSandbox,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/alibaba__OpenSandbox/7/rule.yaml,,,ordinary,ordinary,3,3,6,1.0,False,0.0,3
ActPlane,claude,docs/corpus-test/alibaba__OpenSandbox/7/trace_compliant.jsonl,,,ordinary,ordinary,1,2,3,2.0,False,0.5,2
ActPlane,claude,docs/corpus-test/alibaba__OpenSandbox/7/trace_violation.jsonl,,,ordinary,ordinary,2,2,4,1.0,False,0.5,2
ActPlane,claude,docs/corpus-test/code-yeongyu__oh-my-openagent,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/code-yeongyu__oh-my-openagent/53/rule.yaml,,,ordinary,ordinary,3,3,6,1.0,False,0.3333333333333333,3
ActPlane,claude,docs/corpus-test/code-yeongyu__oh-my-openagent/53/trace_compliant.jsonl,,,ordinary,ordinary,1,2,3,2.0,False,0.5,2
ActPlane,claude,docs/corpus-test/code-yeongyu__oh-my-openagent/53/trace_violation.jsonl,,,ordinary,ordinary,2,2,4,1.0,False,0.0,2
ActPlane,claude,docs/corpus-test/czlonkowski__n8n-mcp,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/czlonkowski__n8n-mcp/41/rule.yaml,,,ordinary,ordinary,2,3,5,1.5,False,0.0,3
ActPlane,claude,docs/corpus-test/czlonkowski__n8n-mcp/41/trace_compliant.jsonl,,,ordinary,ordinary,1,2,3,2.0,False,0.0,2
ActPlane,claude,docs/corpus-test/czlonkowski__n8n-mcp/41/trace_violation.jsonl,,,ordinary,ordinary,2,2,4,1.0,False,0.0,2
ActPlane,claude,docs/corpus-test/octobench-llama/core-results/rq1_cases_summary.csv,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/corpus-test/openagentsafety_llama/run_one_task.py,,,ordinary,ordinary,0,5,5,,True,,0
ActPlane,claude,docs/corpus-test/openagentsafety_llama/safety-api-in-codebase/rule.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,claude,docs/corpus-test/rohitg00__agentmemory,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/rohitg00__agentmemory/6/rule.yaml,,,ordinary,ordinary,2,3,5,1.5,False,0.0,3
ActPlane,claude,docs/corpus-test/rohitg00__agentmemory/6/trace_compliant.jsonl,,,ordinary,ordinary,1,2,3,2.0,False,0.5,2
ActPlane,claude,docs/corpus-test/rohitg00__agentmemory/6/trace_violation.jsonl,,,ordinary,ordinary,2,2,4,1.0,False,0.5,2
ActPlane,claude,docs/corpus-test/ruvnet__ruflo,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/ruvnet__ruflo/29/rule.yaml,,,ordinary,ordinary,4,3,7,0.75,False,0.3333333333333333,3
ActPlane,claude,docs/corpus-test/ruvnet__ruflo/29/trace_compliant.jsonl,,,ordinary,ordinary,2,2,4,1.0,False,0.5,2
ActPlane,claude,docs/corpus-test/ruvnet__ruflo/29/trace_violation.jsonl,,,ordinary,ordinary,4,2,6,0.5,False,0.5,2
ActPlane,claude,docs/corpus-test/sample_manifest.json,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,claude,docs/corpus-test/yusufkaraaslan__Skill_Seekers,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,claude,docs/corpus-test/yusufkaraaslan__Skill_Seekers/68/results/20260601T094016Z-yusufkaraaslan__Skill_Seekers-68-violation-Qwen.Qwen3.6-27B.f16.gguf.Q4_K_M-c2f9b353.json,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,claude,docs/corpus-test/yusufkaraaslan__Skill_Seekers/68/rule.yaml,,,ordinary,ordinary,3,3,6,1.0,False,0.3333333333333333,3
ActPlane,claude,docs/corpus-test/yusufkaraaslan__Skill_Seekers/68/trace_compliant.jsonl,,,ordinary,ordinary,3,2,5,0.6666666666666666,False,0.0,2
ActPlane,claude,docs/corpus-test/yusufkaraaslan__Skill_Seekers/68/trace_violation.jsonl,,,ordinary,ordinary,3,2,5,0.6666666666666666,False,0.0,2
ActPlane,claude,docs/corpus/AlexsJones__llmfit/AGENTS.md,instruction,instruction,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
ActPlane,claude,docs/corpus/AlexsJones__llmfit/statements.yaml,,,ordinary,ordinary,8,7,15,0.875,False,0.5714285714285714,7
ActPlane,claude,docs/corpus/Alishahryar1__free-claude-code/AGENTS.md,instruction,instruction,bookkeeping,bookkeeping,3,0,3,0.0,False,,0
ActPlane,claude,docs/corpus/Alishahryar1__free-claude-code/CLAUDE.md,instruction,instruction,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
ActPlane,claude,docs/corpus/Alishahryar1__free-claude-code/statements.yaml,,,ordinary,ordinary,8,9,17,1.125,False,0.4444444444444444,9
ActPlane,claude,docs/corpus/ChromeDevTools__chrome-devtools-mcp/AGENTS.md,instruction,instruction,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
ActPlane,claude,docs/corpus/ChromeDevTools__chrome-devtools-mcp/statements.yaml,,,ordinary,ordinary,4,16,20,4.0,False,0.0,16
ActPlane,claude,docs/corpus/CoplayDev__unity-mcp/CLAUDE.md,instruction,instruction,bookkeeping,bookkeeping,4,0,4,0.0,False,,0
ActPlane,claude,docs/corpus/CoplayDev__unity-mcp/statements.yaml,,,ordinary,ordinary,5,12,17,2.4,False,0.0,12
ActPlane,claude,docs/corpus/Donchitos__Claude-Code-Game-Studios/CLAUDE.md,instruction,instruction,bookkeeping,bookkeeping,3,0,3,0.0,False,,0
ActPlane,claude,docs/corpus/Donchitos__Claude-Code-Game-Studios/statements.yaml,,,ordinary,ordinary,3,7,10,2.3333333333333335,False,0.0,7
ActPlane,claude,docs/corpus/HKUDS__DeepTutor/AGENTS.md,instruction,instruction,bookkeeping,bookkeeping,4,0,4,0.0,False,,0
ActPlane,claude,docs/corpus/HKUDS__DeepTutor/statements.yaml,,,ordinary,ordinary,1,2,3,2.0,False,0.0,2
ActPlane,claude,docs/corpus/HKUDS__nanobot/CLAUDE.md,instruction,instruction,bookkeeping,bookkeeping,3,0,3,0.0,False,,0
ActPlane,claude,docs/corpus/HKUDS__nanobot/statements.yaml,,,ordinary,ordinary,12,13,25,1.0833333333333333,False,0.15384615384615385,13
ActPlane,claude,docs/corpus/Hmbown__DeepSeek-TUI/AGENTS.md,instruction,instruction,bookkeeping,bookkeeping,8,0,8,0.0,False,,0
ActPlane,claude,docs/corpus/Hmbown__DeepSeek-TUI/statements.yaml,,,ordinary,ordinary,7,17,24,2.4285714285714284,False,0.058823529411764705,17
ActPlane,claude,docs/corpus/InsForge__InsForge/AGENTS.md,instruction,instruction,bookkeeping,bookkeeping,4,0,4,0.0,False,,0
ActPlane,claude,docs/corpus/InsForge__InsForge/statements.yaml,,,ordinary,ordinary,3,13,16,4.333333333333333,False,0.0,13
ActPlane,claude,docs/corpus/Kilo-Org__kilocode/AGENTS.md,instruction,instruction,bookkeeping,bookkeeping,7,0,7,0.0,False,,0
ActPlane,claude,docs/corpus/Kilo-Org__kilocode/statements.yaml,,,ordinary,ordinary,12,54,66,4.5,False,0.018518518518518517,54
ActPlane,claude,docs/corpus/NVIDIA__NemoClaw/CLAUDE.md,instruction,instruction,bookkeeping,bookkeeping,8,0,8,0.0,False,,0
ActPlane,claude,docs/corpus/NVIDIA__NemoClaw/statements.yaml,,,ordinary,ordinary,6,21,27,3.5,False,0.0,21
ActPlane,claude,docs/corpus/NousResearch__hermes-agent/AGENTS.md,instruction,instruction,bookkeeping,bookkeeping,7,0,7,0.0,False,,0
ActPlane,claude,docs/corpus/NousResearch__hermes-agent/statements.yaml,,,ordinary,ordinary,25,22,47,0.88,False,0.3181818181818182,22
